age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
53.0,housemaid,married,secondary,no,1103,no,no,cellular,22,jul,274.0,6.0,-1.0,0,unknown,no
58.0,technician,married,secondary,no,760,yes,no,cellular,29,apr,85.0,7.0,-1.0,0,unknown,no
31.0,admin,divorced,secondary,no,1210,no,no,cellular,16,jul,350.0,1.0,-1.0,0,unknown,no
40.0,blue-collar,married,secondary,no,992,yes,yes,cellular,14,jul,297.0,3.0,-1.0,0,unknown,no
38.0,blue-collar,single,secondary,no,1121,no,no,unknown,18,jun,203.0,1.0,-1.0,0,unknown,no
47.0,technician,divorced,secondary,no,699,yes,no,unknown,8,may,182.0,1.0,-1.0,0,unknown,no
30.0,admin,single,secondary,no,115,yes,no,unknown,6,may,66.0,3.0,-1.0,0,unknown,no
54.0,management,divorced,tertiary,no,129,yes,no,unknown,30,may,132.0,1.0,-1.0,0,unknown,no
25.0,blue-collar,married,secondary,no,1025,yes,no,unknown,28,may,478.0,2.0,-1.0,0,unknown,no
58.0,housemaid,married,primary,no,4605,no,no,cellular,11,sep,339.0,1.0,38.0,1,failure,no
31.0,blue-collar,married,secondary,no,1664,yes,no,cellular,20,apr,158.0,1.0,182.0,1,success,no
29.0,admin,married,secondary,no,2121,no,no,cellular,16,apr,281.0,1.0,342.0,2,unknown,no
45.0,management,married,tertiary,no,634,yes,no,cellular,25,jul,227.0,1.0,-1.0,0,unknown,no
47.0,admin,married,secondary,no,-121,yes,yes,cellular,18,may,167.0,4.0,314.0,4,failure,no
45.0,technician,single,secondary,no,410,yes,no,unknown,30,may,891.0,4.0,-1.0,0,unknown,yes
52.0,blue-collar,married,primary,no,142,no,no,telephone,10,jul,924.0,5.0,-1.0,0,unknown,no
48.0,technician,single,tertiary,no,-551,yes,no,cellular,11,may,168.0,2.0,-1.0,0,unknown,no
40.0,technician,married,secondary,no,0,yes,no,cellular,17,nov,74.0,2.0,196.0,1,failure,no
32.0,management,married,tertiary,no,0,no,no,cellular,29,aug,183.0,2.0,-1.0,0,unknown,no
32.0,technician,single,tertiary,no,47,yes,no,cellular,14,jul,213.0,3.0,-1.0,0,unknown,no
51.0,self-employed,married,secondary,yes,-206,no,yes,cellular,28,jul,51.0,3.0,-1.0,0,unknown,no
31.0,admin,divorced,secondary,no,93,yes,no,cellular,18,nov,417.0,1.0,-1.0,0,unknown,no
50.0,retired,married,primary,no,420,no,no,unknown,5,jun,107.0,1.0,-1.0,0,unknown,no
46.0,technician,married,secondary,no,-408,yes,yes,telephone,7,may,138.0,4.0,286.0,1,unknown,no
29.0,technician,single,tertiary,no,172,yes,yes,cellular,7,oct,271.0,2.0,187.0,16,failure,no
43.0,management,divorced,tertiary,no,1,yes,yes,unknown,2,jun,28.0,8.0,-1.0,0,unknown,no
42.0,unemployed,single,primary,no,8037,no,no,cellular,5,jun,92.0,2.0,-1.0,0,unknown,no
29.0,services,married,secondary,no,68,no,no,unknown,20,may,119.0,3.0,-1.0,0,unknown,no
25.0,admin,single,secondary,no,0,no,yes,cellular,8,jul,238.0,3.0,-1.0,0,unknown,no
41.0,technician,married,secondary,yes,-1,no,no,cellular,14,jul,140.0,2.0,-1.0,0,unknown,no
28.0,technician,single,tertiary,no,1628,yes,no,cellular,25,jul,1422.0,2.0,-1.0,0,unknown,yes
37.0,management,married,tertiary,no,1353,yes,no,cellular,19,nov,101.0,1.0,-1.0,0,unknown,no
58.0,retired,divorced,secondary,no,5920,yes,no,cellular,23,jul,255.0,1.0,-1.0,0,unknown,no
41.0,management,married,tertiary,no,8553,yes,no,cellular,12,aug,304.0,12.0,-1.0,0,unknown,no
35.0,admin,single,secondary,no,111,yes,no,cellular,29,jan,55.0,1.0,195.0,3,failure,no
31.0,blue-collar,married,primary,no,50,yes,no,unknown,8,may,300.0,2.0,-1.0,0,unknown,no
52.0,technician,married,secondary,no,196,yes,yes,cellular,27,may,99.0,2.0,99.0,1,success,no
34.0,blue-collar,married,secondary,no,3990,yes,no,cellular,24,jul,633.0,7.0,-1.0,0,unknown,no
54.0,technician,married,secondary,no,240,yes,no,cellular,29,oct,142.0,1.0,-1.0,0,unknown,yes
40.0,blue-collar,married,secondary,no,6536,no,no,unknown,5,jun,647.0,1.0,-1.0,0,unknown,no
38.0,admin,single,secondary,no,1560,yes,no,cellular,18,may,9.0,2.0,178.0,3,failure,no
33.0,blue-collar,single,secondary,no,213,yes,no,unknown,2,jun,163.0,2.0,-1.0,0,unknown,no
46.0,management,married,secondary,no,149,no,no,cellular,21,nov,1222.0,2.0,-1.0,0,unknown,yes
24.0,blue-collar,married,secondary,no,1073,yes,no,unknown,3,jun,569.0,2.0,-1.0,0,unknown,no
57.0,retired,married,primary,no,3401,yes,no,unknown,14,may,271.0,2.0,-1.0,0,unknown,no
59.0,blue-collar,married,secondary,no,139,no,no,unknown,5,jun,153.0,1.0,-1.0,0,unknown,no
38.0,management,married,tertiary,no,881,no,yes,unknown,6,jun,262.55842997323816,2.0,-1.0,0,unknown,no
31.0,technician,single,tertiary,no,-167,yes,no,unknown,2,jun,41.0,5.0,-1.0,0,unknown,no
38.0,blue-collar,divorced,secondary,no,889,no,yes,unknown,18,jun,362.0,1.0,-1.0,0,unknown,no
34.0,blue-collar,married,primary,no,3868,yes,no,cellular,18,may,134.0,1.0,350.0,1,failure,no
32.0,technician,married,secondary,no,599,no,no,cellular,19,nov,79.0,1.0,-1.0,0,unknown,no
52.0,admin,married,secondary,no,1933,yes,no,unknown,21,may,153.0,4.0,-1.0,0,unknown,no
49.0,admin,married,secondary,no,1101,no,no,cellular,18,aug,29.0,3.0,-1.0,0,unknown,no
30.0,blue-collar,single,secondary,no,1472,yes,no,cellular,20,nov,769.0,4.0,-1.0,0,unknown,no
46.0,self-employed,single,secondary,no,526,no,no,cellular,30,apr,523.0,1.0,87.0,2,unknown,yes
38.0,self-employed,divorced,secondary,no,2674,yes,no,unknown,19,jun,163.0,2.0,-1.0,0,unknown,no
43.0,blue-collar,married,primary,no,479,yes,no,cellular,14,may,293.0,2.0,370.0,2,failure,no
48.0,technician,married,secondary,no,101,yes,no,cellular,29,jan,414.0,2.0,192.0,3,failure,no
39.0,management,married,tertiary,no,1241,yes,no,cellular,5,jun,138.0,2.0,-1.0,0,unknown,no
27.0,blue-collar,single,secondary,no,541,yes,no,cellular,12,may,341.0,1.0,-1.0,0,unknown,no
33.0,blue-collar,divorced,secondary,no,176,yes,no,unknown,12,may,157.0,5.0,-1.0,0,unknown,no
33.0,technician,single,tertiary,no,443,no,no,cellular,11,aug,240.0,5.0,-1.0,0,unknown,no
43.0,blue-collar,married,secondary,no,173,no,yes,telephone,9,jul,238.0,8.0,-1.0,0,unknown,no
60.0,management,divorced,secondary,no,773,yes,yes,unknown,16,may,597.0,22.0,-1.0,0,unknown,no
79.0,retired,married,primary,no,3025,no,no,cellular,11,dec,166.0,3.0,126.0,3,unknown,yes
39.0,services,married,secondary,no,9374,yes,no,unknown,20,may,273.0,1.0,-1.0,0,unknown,no
31.0,technician,single,secondary,no,4040,yes,no,unknown,2,jun,213.0,2.0,-1.0,0,unknown,no
45.0,management,married,tertiary,no,1323,yes,no,cellular,17,nov,550.0,1.0,-1.0,0,unknown,no
36.0,services,single,secondary,no,-330,yes,no,unknown,27,may,256.0,2.0,-1.0,0,unknown,no
54.0,technician,single,secondary,no,447,yes,no,unknown,5,may,742.0,2.0,-1.0,0,unknown,no
37.0,admin,married,secondary,no,581,yes,yes,cellular,23,jul,203.0,4.0,-1.0,0,unknown,no
34.0,technician,single,secondary,no,232,no,no,cellular,7,jul,130.0,1.0,-1.0,0,unknown,no
39.0,technician,married,secondary,no,375,yes,yes,telephone,17,apr,777.0,2.0,-1.0,0,unknown,no
41.0,blue-collar,married,secondary,no,2823,yes,no,unknown,14,may,858.0,1.0,-1.0,0,unknown,yes
60.0,retired,married,secondary,no,2516,yes,yes,cellular,4,feb,279.0,3.0,266.0,1,failure,no
59.0,unemployed,divorced,secondary,no,7469,no,no,cellular,15,oct,68.0,1.0,-1.0,0,unknown,no
38.0,entrepreneur,married,tertiary,no,4,yes,no,cellular,16,jul,158.0,1.0,-1.0,0,unknown,no
62.0,management,married,secondary,no,367,no,no,telephone,2,mar,139.0,5.0,-1.0,0,unknown,no
34.0,management,married,tertiary,no,4859,no,no,cellular,20,aug,262.0,2.0,112.0,2,failure,no
38.0,management,married,tertiary,no,0,no,no,cellular,12,aug,119.0,2.0,-1.0,0,unknown,no
50.0,blue-collar,divorced,primary,no,5,no,no,cellular,7,jul,118.0,1.0,-1.0,0,unknown,no
32.0,management,single,tertiary,no,0,no,no,cellular,29,aug,255.0,2.0,-1.0,0,unknown,no
38.0,management,divorced,tertiary,no,-199,yes,no,cellular,18,may,15.0,3.0,-1.0,0,unknown,no
50.0,blue-collar,married,secondary,no,3988,no,no,unknown,30,jun,165.0,4.0,-1.0,0,unknown,no
34.0,admin,single,secondary,no,239,no,no,unknown,5,oct,6.0,1.0,-1.0,0,unknown,no
30.0,technician,single,tertiary,no,1081,no,no,cellular,6,aug,377.0,2.0,-1.0,0,unknown,no
48.0,blue-collar,married,primary,no,329,no,yes,telephone,23,jul,85.0,6.0,-1.0,0,unknown,no
42.0,blue-collar,married,primary,no,454,yes,no,cellular,4,feb,23.0,3.0,-1.0,0,unknown,no
43.0,services,married,secondary,no,2478,yes,no,cellular,28,jan,347.0,1.0,230.0,1,failure,no
41.0,technician,single,tertiary,no,1104,no,no,unknown,9,jun,352.0,1.0,-1.0,0,unknown,no
60.0,unemployed,divorced,secondary,no,4,no,no,telephone,5,feb,882.0,2.0,-1.0,0,unknown,no
39.0,blue-collar,single,primary,no,446,yes,no,unknown,12,may,183.0,1.0,-1.0,0,unknown,no
41.0,blue-collar,married,secondary,no,239,no,no,unknown,29,may,385.0,2.0,-1.0,0,unknown,no
43.0,self-employed,married,tertiary,no,6424,no,no,cellular,20,nov,55.0,1.0,-1.0,0,unknown,no
45.0,admin,married,secondary,no,72,yes,yes,cellular,15,may,262.0,2.0,352.0,2,failure,no
49.0,management,married,tertiary,no,413,no,yes,cellular,31,jul,196.0,4.0,-1.0,0,unknown,no
36.0,unemployed,single,secondary,no,851,no,no,cellular,2,jun,368.0,2.0,-1.0,0,unknown,no
32.0,technician,married,secondary,no,4,no,no,cellular,4,feb,145.0,2.0,260.0,4,failure,no
51.0,entrepreneur,married,secondary,no,653,yes,no,cellular,20,nov,16.0,9.0,112.0,37,unknown,no
56.0,management,married,secondary,no,3164,no,no,unknown,20,jun,245.0,3.0,-1.0,0,unknown,no
45.0,blue-collar,married,secondary,no,431,yes,no,unknown,12,may,29.0,1.0,-1.0,0,unknown,no
47.0,services,married,secondary,no,651,no,yes,cellular,16,jul,325.0,2.0,-1.0,0,unknown,no
36.0,admin,married,secondary,no,746,yes,no,cellular,17,nov,581.0,3.0,-1.0,0,unknown,no
31.0,technician,single,secondary,no,35,no,yes,cellular,16,jul,229.0,1.0,-1.0,0,unknown,no
44.0,management,single,secondary,no,3684,yes,no,cellular,17,nov,35.0,3.0,-1.0,0,unknown,no
42.0,unemployed,married,secondary,no,202,no,no,unknown,5,jun,257.0,1.0,-1.0,0,unknown,no
46.0,services,married,secondary,no,250,no,no,cellular,18,aug,166.0,6.0,-1.0,0,unknown,no
50.0,admin,single,secondary,no,26,no,yes,telephone,24,jul,179.0,4.0,-1.0,0,unknown,no
35.0,technician,single,tertiary,no,458,yes,no,unknown,21,may,1091.0,3.0,-1.0,0,unknown,no
40.0,blue-collar,married,secondary,no,1539,yes,no,cellular,14,jul,204.0,3.0,-1.0,0,unknown,no
52.0,technician,married,secondary,no,945,no,no,unknown,20,jun,16.0,8.0,-1.0,0,unknown,no
46.0,technician,divorced,tertiary,no,405,yes,no,unknown,15,may,231.0,1.0,-1.0,0,unknown,no
30.0,technician,single,tertiary,no,0,no,no,cellular,15,sep,214.0,2.0,-1.0,0,unknown,no
49.0,self-employed,married,secondary,no,2576,yes,no,cellular,15,may,64.0,6.0,-1.0,0,unknown,no
47.0,blue-collar,married,primary,no,9346,no,no,cellular,22,aug,19.0,21.0,-1.0,0,unknown,no
28.0,student,single,secondary,no,246,yes,no,unknown,14,may,162.0,4.0,-1.0,0,unknown,no
57.0,blue-collar,married,primary,no,2892,yes,no,unknown,4,jun,235.0,5.0,-1.0,0,unknown,no
33.0,management,married,secondary,no,350,yes,no,cellular,13,may,205.0,1.0,350.0,2,failure,no
55.0,retired,divorced,tertiary,no,816,no,no,cellular,18,nov,113.0,3.0,-1.0,0,unknown,no
43.0,admin,married,secondary,no,324,no,no,cellular,8,aug,629.0,4.0,-1.0,0,unknown,no
38.0,admin,married,tertiary,no,605,no,no,cellular,18,nov,147.0,2.0,-1.0,0,unknown,no
34.0,technician,married,secondary,no,0,yes,yes,telephone,13,aug,60.0,2.0,-1.0,0,unknown,no
34.0,management,married,tertiary,no,1054,no,no,cellular,11,aug,101.0,3.0,-1.0,0,unknown,no
51.0,blue-collar,married,primary,no,4712,no,no,telephone,20,nov,172.0,2.0,-1.0,0,unknown,no
44.0,admin,single,secondary,no,3,yes,no,unknown,13,may,443.0,1.0,-1.0,0,unknown,no
40.0,blue-collar,married,secondary,no,339,yes,no,unknown,14,may,234.0,2.0,-1.0,0,unknown,no
46.0,blue-collar,married,secondary,no,401,yes,no,unknown,6,may,306.0,2.0,-1.0,0,unknown,no
45.0,services,married,secondary,no,307,no,yes,cellular,17,jul,147.0,3.0,-1.0,0,unknown,no
32.0,management,single,tertiary,no,2770,no,no,telephone,6,feb,44.0,9.0,-1.0,0,unknown,no
27.0,technician,single,secondary,no,2430,yes,no,unknown,28,may,297.0,1.0,-1.0,0,unknown,no
35.0,student,married,tertiary,no,387,yes,no,cellular,8,may,1024.0,3.0,347.0,3,failure,yes
38.0,technician,single,secondary,no,42,yes,no,unknown,7,may,195.0,2.0,-1.0,0,unknown,no
47.0,blue-collar,married,tertiary,no,1707,no,no,cellular,27,aug,71.0,7.0,-1.0,0,unknown,no
49.0,management,divorced,tertiary,no,348,no,no,cellular,30,oct,125.0,1.0,-1.0,0,unknown,yes
40.0,blue-collar,married,secondary,no,211,yes,no,unknown,5,may,216.0,4.0,-1.0,0,unknown,no
37.0,blue-collar,married,secondary,no,1407,yes,no,cellular,21,nov,14.0,7.0,-1.0,0,unknown,no
44.0,management,divorced,tertiary,no,0,no,no,cellular,10,aug,71.0,1.0,-1.0,0,unknown,no
28.0,services,single,secondary,no,1059,no,no,cellular,4,feb,146.0,5.0,276.0,1,unknown,no
37.0,blue-collar,married,secondary,no,22341,yes,no,cellular,17,nov,175.0,1.0,-1.0,0,unknown,no
32.0,technician,married,secondary,no,444,no,no,cellular,29,aug,63.0,2.0,-1.0,0,unknown,no
42.0,management,divorced,tertiary,no,826,no,no,telephone,29,jul,316.0,3.0,-1.0,0,unknown,no
51.0,unemployed,married,secondary,no,1416,no,no,cellular,9,sep,345.0,1.0,-1.0,0,unknown,yes
27.0,admin,single,secondary,no,4590,yes,no,cellular,13,aug,75.0,1.0,442.0,2,failure,no
32.0,self-employed,married,secondary,no,413,yes,no,cellular,11,jul,712.0,2.0,-1.0,0,unknown,no
37.0,blue-collar,married,secondary,no,103,yes,no,cellular,12,may,153.0,1.0,-1.0,0,unknown,no
50.0,management,married,tertiary,no,89,no,no,unknown,20,jun,35.0,2.0,-1.0,0,unknown,no
31.0,self-employed,single,secondary,no,762,no,no,cellular,11,aug,312.0,3.0,-1.0,0,unknown,no
45.0,technician,single,secondary,no,-55,no,no,cellular,29,jan,78.0,3.0,197.0,1,failure,no
52.0,unemployed,married,primary,no,3175,no,no,cellular,2,feb,165.0,1.0,-1.0,0,unknown,no
33.0,technician,married,secondary,no,804,no,yes,telephone,18,aug,212.0,2.0,-1.0,0,unknown,no
51.0,management,married,tertiary,no,1394,yes,no,cellular,5,aug,115.0,1.0,-1.0,0,unknown,no
38.0,management,married,tertiary,no,1875,no,no,cellular,17,nov,286.0,1.0,-1.0,0,unknown,no
53.0,technician,married,secondary,no,384,yes,no,unknown,5,may,176.0,1.0,-1.0,0,unknown,no
33.0,technician,married,tertiary,no,-370,yes,no,cellular,26,aug,108.0,7.0,-1.0,0,unknown,no
30.0,technician,married,secondary,no,776,no,no,cellular,7,aug,72.0,1.0,99.0,2,success,no
45.0,management,divorced,tertiary,no,3150,yes,no,cellular,17,nov,101.0,2.0,-1.0,0,unknown,no
40.0,entrepreneur,married,secondary,no,-125,no,yes,cellular,31,jul,369.0,5.0,-1.0,0,unknown,no
29.0,admin,single,secondary,no,-498,yes,no,unknown,20,jun,17.0,14.0,-1.0,0,unknown,no
57.0,retired,married,secondary,no,523,no,yes,cellular,2,feb,49.0,6.0,-1.0,0,unknown,no
43.0,blue-collar,married,primary,no,1401,yes,no,unknown,12,may,195.0,2.0,-1.0,0,unknown,no
62.0,retired,married,primary,no,0,no,no,telephone,15,oct,280.0,1.0,-1.0,0,unknown,no
35.0,management,divorced,tertiary,no,3837,yes,no,unknown,8,may,1084.0,1.0,-1.0,0,unknown,yes
43.0,management,married,tertiary,no,21510,no,no,cellular,8,aug,248.0,2.0,-1.0,0,unknown,no
24.0,student,single,tertiary,no,1535,yes,no,unknown,12,may,126.0,2.0,-1.0,0,unknown,no
31.0,technician,married,secondary,no,141,no,no,cellular,20,aug,110.0,2.0,-1.0,0,unknown,no
60.0,housemaid,divorced,secondary,no,555,yes,no,cellular,22,jul,261.0,3.0,-1.0,0,unknown,no
52.0,technician,married,secondary,no,-1076,yes,no,cellular,31,jul,58.0,2.0,-1.0,0,unknown,no
49.0,admin,married,secondary,no,3608,yes,no,unknown,13,nov,231.0,1.0,-1.0,0,unknown,yes
29.0,technician,single,secondary,no,590,no,no,cellular,27,aug,81.0,1.0,94.0,1,success,yes
30.0,services,married,secondary,no,134,yes,no,cellular,17,apr,834.0,1.0,-1.0,0,unknown,no
39.0,management,married,tertiary,no,3590,no,no,cellular,8,aug,198.0,2.0,-1.0,0,unknown,no
58.0,blue-collar,single,primary,no,26,yes,no,cellular,12,may,600.0,4.0,-1.0,0,unknown,no
46.0,technician,married,secondary,no,1029,yes,no,unknown,14,may,142.0,1.0,-1.0,0,unknown,no
45.0,technician,married,secondary,no,77,no,no,cellular,28,aug,90.0,1.0,-1.0,0,unknown,no
26.0,management,single,tertiary,no,15,no,no,cellular,24,mar,116.0,2.0,-1.0,0,unknown,no
44.0,admin,single,tertiary,no,10,no,no,unknown,1,jul,158.0,2.0,-1.0,0,unknown,no
35.0,blue-collar,married,primary,no,624,yes,no,unknown,7,may,163.0,1.0,-1.0,0,unknown,no
33.0,admin,married,secondary,no,258,yes,no,cellular,5,may,37.0,1.0,-1.0,0,unknown,no
57.0,entrepreneur,married,secondary,no,975,yes,yes,cellular,22,jul,236.0,4.0,-1.0,0,unknown,no
27.0,blue-collar,single,secondary,no,535,no,no,cellular,13,may,159.0,1.0,87.0,3,success,yes
50.0,blue-collar,divorced,secondary,no,204,yes,yes,unknown,14,may,421.0,1.0,-1.0,0,unknown,no
31.0,management,single,tertiary,no,587,yes,no,cellular,20,apr,16.0,4.0,-1.0,0,unknown,no
37.0,technician,married,secondary,no,5287,yes,yes,cellular,19,nov,599.0,4.0,100.0,2,failure,no
30.0,management,single,tertiary,no,-218,yes,no,cellular,27,aug,13.0,15.0,-1.0,0,unknown,no
51.0,technician,single,secondary,no,511,yes,yes,unknown,28,may,67.0,2.0,-1.0,0,unknown,no
30.0,student,single,tertiary,no,300,no,no,cellular,6,feb,38.0,1.0,-1.0,0,unknown,no
32.0,technician,single,secondary,no,10,no,no,cellular,19,aug,262.55842997323816,2.0,-1.0,0,unknown,no
26.0,blue-collar,single,secondary,no,1006,yes,no,cellular,14,may,667.0,1.0,-1.0,0,unknown,yes
42.0,technician,married,secondary,no,-113,yes,yes,cellular,29,jul,32.0,5.0,-1.0,0,unknown,no
40.0,management,married,tertiary,no,526,yes,no,cellular,20,aug,113.0,4.0,-1.0,0,unknown,no
50.0,blue-collar,married,primary,no,231,yes,no,unknown,16,may,171.0,4.0,-1.0,0,unknown,no
38.0,technician,single,secondary,no,325,no,no,cellular,3,feb,14.0,6.0,196.0,2,unknown,no
36.0,management,married,tertiary,no,1594,yes,no,cellular,31,jul,544.0,5.0,-1.0,0,unknown,no
30.0,self-employed,single,tertiary,no,1495,no,no,cellular,6,aug,898.0,2.0,-1.0,0,unknown,no
50.0,retired,married,secondary,no,0,yes,yes,unknown,17,jun,328.0,3.0,-1.0,0,unknown,no
42.0,self-employed,married,tertiary,no,5,yes,no,unknown,13,may,853.0,1.0,-1.0,0,unknown,no
28.0,student,single,secondary,no,217,yes,no,cellular,15,may,238.0,2.0,372.0,1,failure,no
27.0,blue-collar,married,secondary,no,379,yes,yes,unknown,6,jun,252.0,4.0,-1.0,0,unknown,no
43.0,management,married,tertiary,no,254,yes,yes,cellular,15,jul,104.0,3.0,-1.0,0,unknown,no
28.0,blue-collar,married,secondary,no,337,yes,no,cellular,12,may,450.0,2.0,-1.0,0,unknown,no
39.0,entrepreneur,married,tertiary,no,4,yes,yes,cellular,2,feb,871.0,4.0,-1.0,0,unknown,no
29.0,admin,divorced,secondary,no,891,no,no,unknown,12,may,820.0,1.0,-1.0,0,unknown,no
28.0,technician,married,secondary,no,880,yes,no,unknown,26,may,188.0,1.0,-1.0,0,unknown,no
51.0,blue-collar,married,secondary,no,1137,no,no,unknown,11,jun,76.0,1.0,-1.0,0,unknown,no
37.0,blue-collar,married,secondary,no,16727,yes,no,cellular,20,apr,152.0,2.0,-1.0,0,unknown,no
34.0,technician,divorced,secondary,no,558,yes,no,cellular,7,may,130.0,2.0,167.0,5,failure,no
43.0,management,divorced,tertiary,no,0,no,no,cellular,20,nov,154.0,2.0,-1.0,0,unknown,no
28.0,self-employed,single,secondary,no,123,yes,no,unknown,9,may,97.0,1.0,-1.0,0,unknown,no
42.0,blue-collar,married,secondary,no,3743,yes,no,unknown,14,may,136.0,1.0,-1.0,0,unknown,no
55.0,entrepreneur,married,secondary,no,8104,no,no,cellular,6,feb,213.0,2.0,-1.0,0,unknown,no
52.0,technician,married,tertiary,no,104,no,no,cellular,14,aug,244.0,2.0,-1.0,0,unknown,no
33.0,blue-collar,married,secondary,no,0,no,no,unknown,7,may,107.0,1.0,-1.0,0,unknown,no
51.0,management,married,tertiary,no,0,no,no,unknown,7,jun,302.0,1.0,-1.0,0,unknown,yes
40.0,technician,divorced,secondary,no,-375,yes,no,cellular,13,may,60.0,5.0,-1.0,0,unknown,no
47.0,services,married,secondary,no,543,yes,no,unknown,15,may,141.0,1.0,-1.0,0,unknown,no
27.0,admin,married,secondary,no,-97,yes,no,unknown,18,jun,1528.0,2.0,-1.0,0,unknown,yes
41.395824078187474,student,single,secondary,no,1925,no,no,cellular,26,feb,139.0,1.0,93.0,3,success,no
41.0,blue-collar,married,secondary,no,-68,yes,no,unknown,14,may,429.0,2.0,-1.0,0,unknown,no
53.0,blue-collar,married,secondary,no,20,no,no,cellular,19,aug,106.0,7.0,-1.0,0,unknown,no
49.0,services,married,secondary,no,3554,no,no,cellular,4,aug,39.0,1.0,-1.0,0,unknown,no
35.0,blue-collar,married,secondary,no,1949,yes,no,unknown,2,jun,200.0,3.0,-1.0,0,unknown,no
41.0,admin,married,secondary,no,2661,yes,no,telephone,24,jul,258.0,1.0,-1.0,0,unknown,no
45.0,technician,married,secondary,no,89,yes,no,unknown,15,may,175.0,2.0,-1.0,0,unknown,no
46.0,services,divorced,secondary,no,281,yes,yes,cellular,6,may,267.0,1.0,-1.0,0,unknown,no
36.0,self-employed,married,secondary,no,351,yes,no,cellular,17,apr,1554.0,3.0,343.0,2,failure,no
36.0,technician,married,secondary,no,377,yes,yes,cellular,19,nov,135.0,1.0,-1.0,0,unknown,no
41.0,blue-collar,married,secondary,no,153,yes,no,unknown,27,may,389.0,1.0,-1.0,0,unknown,no
44.0,management,married,tertiary,no,278,no,no,cellular,28,aug,95.0,4.0,-1.0,0,unknown,no
60.0,housemaid,married,primary,no,726,no,yes,cellular,30,jul,94.0,5.0,-1.0,0,unknown,no
52.0,management,married,secondary,no,1317,no,no,unknown,12,jun,58.0,1.0,-1.0,0,unknown,no
45.0,housemaid,married,tertiary,no,0,no,no,unknown,9,jun,100.0,1.0,-1.0,0,unknown,no
27.0,student,single,secondary,no,1444,no,no,cellular,4,may,130.0,1.0,91.0,2,failure,no
44.0,technician,married,secondary,no,7876,yes,no,cellular,20,nov,212.0,1.0,101.0,2,failure,no
50.0,admin,married,secondary,no,858,no,no,cellular,9,jul,41.0,12.0,-1.0,0,unknown,no
